chr1	152600662	152601086	0
chr1	152786214	152788426	0
chr1	168400829	168495685	3
chr1	168449672	168451211	3
chr1	168540768	168543997	3
chr1	168542737	168543354	3
chr1	168576605	168582069	3
chr1	168578653	168579439	3
chr1	237862175	237928321	1
chr1	237877864	237890922	1
chr1	237926831	237927605	1
chr1	237940762	237941061	1
chr1	237941452	237942492	1
chr1	237942698	237943653	1
chr1	237943724	237945275	1
chr1	237948017	237949143	1
chr1	237949214	237949734	1
chr1	237949736	237951536	1
chr1	238107736	238108567	1
chr1	239205138	239212284	1
chr1	239247808	239250818	1
chr1	239386565	239915452	1
chr1	239703381	239770130	1
chr1	239898016	239899872	1
chr1	239915439	239916955	1
chr1	239972787	239974245	1
chr1	240007524	240008381	1
chr1	240012646	240013226	1
chr1	240014348	240475187	1
chr1	240142670	240145389	1
chr1	240154651	240154772	1
chr1	240170155	240171291	1
chr1	240177839	240179644	1
chr2	78088729	78127806	1
chr2	79269905	79292878	1
chr2	126898864	126902097	1
chr2	127017421	127017482	1
chr2	127024252	127025723	1
chr2	127024866	127033948	1
chr2	127025211	127029686	1
chr2	127048027	127107288	1
chr2	127141976	127143793	1
chr2	127170011	127170231	1
chr2	127183832	127220313	1
chr2	127247258	127250082	1
chr2	127257290	127294166	1
chr2	127294212	127375075	1
chr2	127298730	127388465	1
chr2	127316873	127316979	1
chr2	127388184	127400580	1
chr2	127406731	127408221	1
chr2	127418427	127429242	1
chr2	127423537	127423618	1
chr2	127436207	127526886	1
chr2	127455394	127514623	1
chr2	127472234	127472415	1
chr2	127535802	127637729	1
chr2	127625997	127626848	1
chr2	127638381	127681786	1
chr2	127645864	127652639	1
chr2	127701027	127811187	1
chr2	127701497	127705242	1
chr2	127798903	127798998	1
chr2	127829747	127829852	1
chr2	127840606	127841763	1
chr2	127843553	127858155	1
chr2	127845236	127845341	1
chr2	127846736	127847084	1
chr2	127856890	127857147	1
chr2	127861630	127885956	1
chr2	127886556	127887185	1
chr2	127888829	127892732	1
chr2	127931327	127931440	1
chr2	127941217	128028120	1
chr2	128067194	128067407	1
chr2	128067800	128067901	1
chr2	128091200	128195677	1
chr2	128139792	128140516	1
chr2	128151154	128151304	1
chr2	128199901	128200195	1
chr2	128203361	128203775	1
chr2	128217588	128218072	1
chr2	128236716	128318868	1
chr2	128350829	128350927	1
chr2	128445081	128445198	1
chr2	128518788	128519177	1
chr2	128580491	128581576	1
chr2	129063846	129071725	1
chr2	129242173	129273848	1
chr2	129496297	129496788	1
chr2	129825126	129877664	1
chr2	129877896	129884441	1
chr2	129922863	129934317	1
chr2	129923177	129946703	1
chr2	129939848	129940217	1
chr2	129966592	129980466	1
chr2	129979666	129982738	1
chr2	129988158	129990530	1
chr2	129990456	130028412	1
chr2	129992602	129993105	1
chr2	129992889	129994040	1
chr2	130006200	130009123	1
chr2	130012065	130040560	1
chr2	130026845	130051131	1
chr2	130036958	130038422	1
chr2	130048426	130049440	1
chr2	130073535	130129222	1
chr2	130082092	130082220	1
chr2	130107684	130109741	1
chr2	130109204	130109310	1
chr2	130129621	130139417	1
chr2	130139287	130145134	1
chr2	130151392	130182750	1
chr2	130181737	130190729	1
chr2	130191745	130198439	1
chr2	130202312	130212628	1
chr2	130212870	130213490	1
chr2	130229379	130232106	1
chr2	130245971	130248770	1
chr2	130251568	130252559	1
chr2	130270440	130272272	1
chr2	130272479	130273511	1
chr2	130273908	130275449	1
chr2	130275592	130276257	1
chr2	130276507	130277187	1
chr2	130277184	130277957	1
chr2	130278036	130278376	1
chr2	130278444	130278739	1
chr2	130278757	130280110	1
chr2	130280299	130282105	1
chr2	130282085	130282606	1
chr2	130282679	130283329	1
chr2	130293822	130294405	1
chr2	130313934	130314411	1
chr2	130330142	130330285	1
chr2	130337933	130342699	1
chr2	130342877	130347967	1
chr2	130356045	130375405	1
chr2	130416755	130431363	1
chr2	130427731	130429225	1
chr2	130429827	130441413	1
chr2	130459455	130509707	1
chr2	130497743	130497849	1
chr2	130515997	130526691	1
chr2	130517049	130517312	1
chr2	130521197	130528604	1
chr2	130530275	130537182	1
chr2	130539095	130549883	1
chr2	130570829	130584161	1
chr2	130583549	130590463	1
chr2	130592165	130599575	1
chr2	130603461	130603724	1
chr2	130611440	130658037	1
chr2	130622838	130622944	1
chr2	130680050	130685863	1
chr2	130681228	130691691	1
chr2	130690133	130718831	1
chr2	130692243	130693770	1
chr2	130729070	130730336	1
chr2	130742959	130755879	1
chr2	130755540	130768134	1
chr2	130776646	130776957	1
chr2	130830978	130836994	1
chr2	130836914	131047263	1
chr2	130929762	130929883	1
chr2	130929762	130929884	1
chr2	131035092	131035262	1
chr2	131047876	131093460	1
chr2	131104847	131353709	1
chr2	131177618	131178946	1
chr2	131181153	131181369	1
chr2	131189834	131198007	1
chr2	131191641	131209211	1
chr2	131201142	131202941	1
chr2	131218067	131265278	1
chr2	131229607	131229713	1
chr2	131279290	131309068	1
chr2	131299220	131300444	1
chr2	131303037	131355683	1
chr2	131328176	131330857	1
chr2	131335502	131355769	1
chr2	131352214	131353239	1
chr2	131361111	131364142	1
chr2	131363364	131364881	1
chr2	131369062	131369711	1
chr2	131369785	131370301	1
chr2	131370306	131372075	1
chr2	131372294	131373650	1
chr2	131373647	131379675	1
chr2	131379743	131380083	1
chr2	131380153	131380913	1
chr2	131380916	131381590	1
chr2	131381840	131382497	1
chr2	131382643	131384061	1
chr2	131384461	131385490	1
chr2	131385700	131386314	1
chr2	131395217	131395542	1
chr2	131398439	131401250	1
chr2	131402778	131410050	1
chr2	131419665	131419784	1
chr2	131423801	131424867	1
chr2	131442644	131444587	1
chr2	131460999	131461577	1
chr2	131461821	131463615	1
chr2	131464900	131492743	1
chr2	131476119	131482934	1
chr2	131491160	131491236	1
chr2	131492813	131521573	1
chr2	131527675	131533666	1
chr2	131535187	131536988	1
chr2	131555007	131568599	1
chr2	131591752	131628147	1
chr2	131602790	131602896	1
chr2	131637025	131649615	1
chr2	131646704	131648372	1
chr2	131647990	131767404	1
chr2	131692392	131697954	1
chr2	131722417	131751669	1
chr2	131723253	131724279	1
chr2	131758031	131767221	1
chr2	131794961	131801661	1
chr2	131821987	131822920	1
chr2	131829801	131832031	1
chr2	131833783	131836532	1
chr2	131958277	131965535	1
chr2	131964731	131979873	1
chr2	131983937	131994161	1
chr2	132010195	132017000	1
chr2	132037787	132037993	1
chr2	132080290	132080755	1
chr2	132087289	132102564	1
chr2	132132856	132139429	1
chr2	132147591	132257969	1
chr2	132152243	132152349	1
chr2	132253154	132253305	1
chr2	132256966	132257080	1
chr2	132262328	132263042	1
chr2	132285795	132294377	1
chr2	132304806	132326855	1
chr2	132345616	132347297	1
chr2	132347473	132365130	1
chr2	132352722	132353318	1
chr2	132406752	132406858	1
